authors,title,publication_year,doi,url
Matej UlčarMarko Robnik-Šikonja,Cross-lingual alignments of ELMo contextual embeddings,2022,https://doi.org/10.1007/s00521-022-07164-x,http://link.springer.com/article/10.1007/s00521-022-07164-x
Truong H. V. PhanPhuc Do,NER2QUES: combining named entity recognition and sequence to sequence to automatically generating Vietnamese questions,2022,https://doi.org/10.1007/s00521-021-06477-7,http://link.springer.com/article/10.1007/s00521-021-06477-7
Siaw Ling LoErik CambriaRaymond ChiongDavid Cornforth,Multilingual sentiment analysis: from formal to informal and scarce resource languages,2017,https://doi.org/10.1007/s10462-016-9508-4,http://link.springer.com/article/10.1007/s10462-016-9508-4
Elena LloretManuel Palomar,Text summarisation in progress: a literature review,2012,https://doi.org/10.1007/s10462-011-9216-z,http://link.springer.com/article/10.1007/s10462-011-9216-z
Aqil M. AzmiAbdulaziz O. Al-QabbanyAmir Hussain,Computational and natural language processing based studies of hadith literature: a survey,2019,https://doi.org/10.1007/s10462-019-09692-w,http://link.springer.com/article/10.1007/s10462-019-09692-w
Jan DeriuAlvaro RodrigoArantxa OtegiGuillermo EchegoyenSophie RossetEneko AgirreMark Cieliebak,Survey on evaluation methods for dialogue systems,2021,https://doi.org/10.1007/s10462-020-09866-x,http://link.springer.com/article/10.1007/s10462-020-09866-x
Yuncheng Jiang,A unified framework for semantic similarity computation of concepts,2021,https://doi.org/10.1007/s11042-021-10966-1,http://link.springer.com/article/10.1007/s11042-021-10966-1
Arantxa OtegiXabier ArregiOlatz AnsaEneko Agirre,Using knowledge-based relatedness for information retrieval,2015,https://doi.org/10.1007/s10115-014-0785-4,http://link.springer.com/article/10.1007/s10115-014-0785-4
Sruthy ManmadhanBinsu C. Kovoor,Visual question answering: a state-of-the-art review,2020,https://doi.org/10.1007/s10462-020-09832-7,http://link.springer.com/article/10.1007/s10462-020-09832-7
Swapna JohnnyS. Jaya Nirmala,Farmer Query Answering System,2021,https://doi.org/10.1007/s42979-021-00908-x,http://link.springer.com/article/10.1007/s42979-021-00908-x
Carlos Periñán-Pascual,Measuring associational thinking through word embeddings,2022,https://doi.org/10.1007/s10462-021-10056-6,http://link.springer.com/article/10.1007/s10462-021-10056-6
Olivier HabimanaYuhua LiRuixuan LiXiwu GuGe Yu,Sentiment analysis using deep learning approaches: an overview,2019,https://doi.org/10.1007/s11432-018-9941-6,http://link.springer.com/article/10.1007/s11432-018-9941-6
Mahak GambhirVishal Gupta,Recent automatic text summarization techniques: a survey,2017,https://doi.org/10.1007/s10462-016-9475-9,http://link.springer.com/article/10.1007/s10462-016-9475-9
Linchao ZhuZhongwen XuYi YangAlexander G. Hauptmann,Uncovering the Temporal Context for Video Question Answering,2017,https://doi.org/10.1007/s11263-017-1033-7,http://link.springer.com/article/10.1007/s11263-017-1033-7
Harry Halpin,Sense and Reference on the Web,2011,https://doi.org/10.1007/s11023-011-9230-6,http://link.springer.com/article/10.1007/s11023-011-9230-6
Leyla ZhuhadarOlfa NasraouiRobert WyattRong Yang,Visual knowledge representation of conceptual semantic networks,2011,https://doi.org/10.1007/s13278-010-0008-2,http://link.springer.com/article/10.1007/s13278-010-0008-2
Ling ChenXiaoxue TianXing TangJun Cui,Multi-information embedding based entity alignment,2021,https://doi.org/10.1007/s10489-021-02400-8,http://link.springer.com/article/10.1007/s10489-021-02400-8
Elham GhanbariAzadeh Shakery,A Learning to rank framework based on cross-lingual loss function for cross-lingual information retrieval,2022,https://doi.org/10.1007/s10489-021-02592-z,http://link.springer.com/article/10.1007/s10489-021-02592-z
Varun RanganathanDenilson Barbosa,HOPLoP: multi-hop link prediction over knowledge graph embeddings,2022,https://doi.org/10.1007/s11280-021-00972-6,http://link.springer.com/article/10.1007/s11280-021-00972-6
Faezeh EnsanWeichang Du,Ad hoc retrieval via entity linking and semantic similarity,2019,https://doi.org/10.1007/s10115-018-1190-1,http://link.springer.com/article/10.1007/s10115-018-1190-1
Yuling LiYuhong ZhangKui YuXuegang Hu,Adversarial training with Wasserstein distance for learning cross-lingual word embeddings,2021,https://doi.org/10.1007/s10489-020-02136-x,http://link.springer.com/article/10.1007/s10489-020-02136-x
Jasmeet SinghVishal Gupta,A systematic review of text stemming techniques,2017,https://doi.org/10.1007/s10462-016-9498-2,http://link.springer.com/article/10.1007/s10462-016-9498-2
Kusum LataPardeep SinghKamlesh Dutta,A comprehensive review on feature set used for anaphora resolution,2021,https://doi.org/10.1007/s10462-020-09917-3,http://link.springer.com/article/10.1007/s10462-020-09917-3
Hailin WangKe QinRufai Yusuf ZakariGuoming LuJin Yin,Deep neural network-based relation extraction: an overview,2022,https://doi.org/10.1007/s00521-021-06667-3,http://link.springer.com/article/10.1007/s00521-021-06667-3
Kai-Yuan CuiPeng-Jie RenZhu-Min ChenTao LianJun Ma,Relation Enhanced Neural Model for Type Classification of Entity Mentions with a Fine-Grained Taxonomy,2017,https://doi.org/10.1007/s11390-017-1762-7,http://link.springer.com/article/10.1007/s11390-017-1762-7
Xichen ChenZuyuan YangNaiyao LiangZhenni LiWeijun Sun,Co-attention fusion based deep neural network for Chinese medical answer selection,2021,https://doi.org/10.1007/s10489-021-02212-w,http://link.springer.com/article/10.1007/s10489-021-02212-w
Widodo BudihartoVincent AndreasAlexander Agung Santoso Gunawan,Deep learning-based question answering system for intelligent humanoid robot,2020,https://doi.org/10.1186/s40537-020-00341-6,http://link.springer.com/article/10.1186/s40537-020-00341-6
Mujtaba HusnainMalik Muhammad Saad MissenNadeem AkhtarMickaël CoustatyShahzad MumtazV. B. Surya Prasath,A systematic study on the role of SentiWordNet in opinion mining,2021,https://doi.org/10.1007/s11704-019-9094-0,http://link.springer.com/article/10.1007/s11704-019-9094-0
Yao-jie LuMu XuChang-xing WuDe-yi XiongHong-ji WangJin-song Su,Cross-lingual implicit discourse relation recognition with co-training,2018,https://doi.org/10.1631/FITEE.1601865,http://link.springer.com/article/10.1631/FITEE.1601865
Saiping GuanXiaolong JinYuanzhuo WangYantao JiaHuawei ShenZixuan LiXueqi Cheng,Self-learning and embedding based entity alignment,2019,https://doi.org/10.1007/s10115-018-1191-0,http://link.springer.com/article/10.1007/s10115-018-1191-0
Shahida JabeenXiaoying GaoPeter Andreae,Semantic association computation: a comprehensive survey,2020,https://doi.org/10.1007/s10462-019-09781-w,http://link.springer.com/article/10.1007/s10462-019-09781-w
D. Yu. TurdakovN. A. AstrakhantsevYa. R. NedumovA. A. SysoevI. A. AndrianovV. D. MayorovD. G. FedorenkoA. V. KorshunovS. D. Kuznetsov,Texterra: A framework for text analysis,2014,https://doi.org/10.1134/S0361768814050090,http://link.springer.com/article/10.1134/S0361768814050090
Sang-Min ParkYoung-Gab Kim,Visual language navigation: a survey and open challenges,2022,https://doi.org/10.1007/s10462-022-10174-9,http://link.springer.com/article/10.1007/s10462-022-10174-9
Kusum LataPardeep SinghKamlesh Dutta,Mention detection in coreference resolution: survey,2022,https://doi.org/10.1007/s10489-021-02878-2,http://link.springer.com/article/10.1007/s10489-021-02878-2
Saquib KhushhalAbdul MajidSyed Ali AbbasMalik Sajjad Ahmed NadeemSaeed Arif Shah,Question retrieval using combined queries in community question answering,2020,https://doi.org/10.1007/s10844-020-00612-x,http://link.springer.com/article/10.1007/s10844-020-00612-x
Manel FouratiAnis JedidiFaiez Gargouri,A survey on description and modeling of audiovisual documents,2020,https://doi.org/10.1007/s11042-020-09589-9,http://link.springer.com/article/10.1007/s11042-020-09589-9
Umut SulubacakOzan CaglayanStig-Arne GrönroosAku RouheDesmond ElliottLucia SpeciaJörg Tiedemann,Multimodal machine translation through visuals and speech,2020,https://doi.org/10.1007/s10590-020-09250-0,http://link.springer.com/article/10.1007/s10590-020-09250-0
Ai-Wen JiangBo LiuMing-Wen Wang,Deep Multimodal Reinforcement Network with Contextually Guided Recurrent Attention for Image Question Answering,2017,https://doi.org/10.1007/s11390-017-1755-6,http://link.springer.com/article/10.1007/s11390-017-1755-6
E. A. Gavrilova,Implementation features a university data portal using the Semantic Web technology,2011,https://doi.org/10.1134/S0361768811010026,http://link.springer.com/article/10.1134/S0361768811010026
Diksha HoodaRinkle Rani,An Ontology driven model for detection and classification of cardiac arrhythmias using ECG data,2021,https://doi.org/10.1007/s10844-021-00685-2,http://link.springer.com/article/10.1007/s10844-021-00685-2
A. O. ErkimbaevV. Yu. ZitsermanG. A. KobzevA. V. Kosinov,Integration of Information Resources Containing Data on the Properties of Substances and Materials: Practical Implementation and Existing Tools,2018,https://doi.org/10.3103/S0005105518050047,http://link.springer.com/article/10.3103/S0005105518050047
Krishna Kumar NiralaNikhil Kumar SinghVinay Shivshanker Purani,A survey on providing customer and public administration based services using AI: chatbot,2022,https://doi.org/10.1007/s11042-021-11458-y,http://link.springer.com/article/10.1007/s11042-021-11458-y
Sharon Gower SmallLarry Medsker,Review of information extraction technologies and applications,2014,https://doi.org/10.1007/s00521-013-1516-6,http://link.springer.com/article/10.1007/s00521-013-1516-6
Josip Božić,Ontology-based metamorphic testing for chatbots,2021,https://doi.org/10.1007/s11219-020-09544-9,http://link.springer.com/article/10.1007/s11219-020-09544-9
Himanshu SharmaAnand Singh Jalal,Improving visual question answering by combining scene-text information,2022,https://doi.org/10.1007/s11042-022-12317-0,http://link.springer.com/article/10.1007/s11042-022-12317-0
Jiaqi LiMing LiuBing QinTing Liu,A survey of discourse parsing,2022,https://doi.org/10.1007/s11704-021-0500-z,http://link.springer.com/article/10.1007/s11704-021-0500-z
Himanshu SharmaAnand Singh Jalal,Image captioning improved visual question answering,2021,https://doi.org/10.1007/s11042-021-11276-2,http://link.springer.com/article/10.1007/s11042-021-11276-2
Jie ZhouBi-cheng LiGang Chen,Automatically building large-scale named entity recognition corpora from Chinese Wikipedia,2015,https://doi.org/10.1631/FITEE.1500067,http://link.springer.com/article/10.1631/FITEE.1500067
Xieling ChenGary ChengFu Lee WangXiaohui TaoHaoran XieLingling Xu,Machine and cognitive intelligence for human health: systematic review,2022,https://doi.org/10.1186/s40708-022-00153-9,http://link.springer.com/article/10.1186/s40708-022-00153-9
D. RekhaJ. SangeethaV. Ramaswamy,Digital document analytics using logistic regressive and deep transition-based dependency parsing,2022,https://doi.org/10.1007/s11227-021-03973-4,http://link.springer.com/article/10.1007/s11227-021-03973-4
Muhammad Munwar IqbalMuhammad FarhanSohail JabbarYasir SaleemShehzad Khalid,Multimedia based IoT-centric smart framework for eLearning paradigm,2019,https://doi.org/10.1007/s11042-018-5636-y,http://link.springer.com/article/10.1007/s11042-018-5636-y
Rajat Subhra BhowmickIsha GanguliJaya Sil,Character-level inclusive transformer architecture for information gain in low resource code-mixed language,2022,https://doi.org/10.1007/s00521-022-06983-2,http://link.springer.com/article/10.1007/s00521-022-06983-2
Fangfang LiuYan ShenTienan ZhangHonghao Gao,Entity-related paths modeling for knowledge base completion,2020,https://doi.org/10.1007/s11704-019-8264-4,http://link.springer.com/article/10.1007/s11704-019-8264-4
Blaž ŠkrljMatej MartincNada LavračSenja Pollak,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification,2021,https://doi.org/10.1007/s10994-021-05968-x,http://link.springer.com/article/10.1007/s10994-021-05968-x
Carol V. AlexandruSebastiano PanichellaSebastian ProkschHarald C. Gall,Redundancy-free analysis of multi-revision software artifacts,2019,https://doi.org/10.1007/s10664-018-9630-9,http://link.springer.com/article/10.1007/s10664-018-9630-9
Heng JiTaylor CassidyQi LiSuzanne Tamang,"Tackling representation, annotation and classification challenges for temporal knowledge base population",2014,https://doi.org/10.1007/s10115-013-0675-1,http://link.springer.com/article/10.1007/s10115-013-0675-1
Navroz Kaur KahlonWilliamjeet Singh,Machine translation from text to sign language: a systematic review,2021,https://doi.org/10.1007/s10209-021-00823-1,http://link.springer.com/article/10.1007/s10209-021-00823-1
Bilel ElayebIbrahim BounhasOussama Ben KhirounFabrice EvrardNarjès Bellamine Ben Saoud,A comparative study between possibilistic and probabilistic approaches for monolingual word sense disambiguation,2015,https://doi.org/10.1007/s10115-014-0753-z,http://link.springer.com/article/10.1007/s10115-014-0753-z
V. F. Khoroshevsky,Knowledge spaces in the Internet and Semantic Web (Part 2),2011,https://doi.org/10.3103/S0147688211050066,http://link.springer.com/article/10.3103/S0147688211050066
Chunyang ChenZhenchang XingYang Liu,What’s Spain’s Paris? Mining analogical libraries from Q&A discussions,2019,https://doi.org/10.1007/s10664-018-9657-y,http://link.springer.com/article/10.1007/s10664-018-9657-y
Trevor Bench-CaponMichał AraszkiewiczKevin AshleyKatie AtkinsonFloris BexFilipe BorgesDaniele BourcierPaul BourgineJack G. ConradEnrico FrancesconiThomas F. GordonGuido GovernatoriJochen L. LeidnerDavid D. LewisRonald P. LouiL. Thorne McCarty,A history of AI and Law in 50 papers: 25 years of the international conference on AI and Law,2012,https://doi.org/10.1007/s10506-012-9131-x,http://link.springer.com/article/10.1007/s10506-012-9131-x
Ferran PlaLluís-F. Hurtado,Language identification of multilingual posts from Twitter: a case study,2017,https://doi.org/10.1007/s10115-016-0997-x,http://link.springer.com/article/10.1007/s10115-016-0997-x
Julien BourdailletStéphane HuetPhilippe LanglaisGuy Lapalme,TransSearch: from a bilingual concordancer to a translation finder,2011,https://doi.org/10.1007/s10590-011-9089-6,http://link.springer.com/article/10.1007/s10590-011-9089-6
M. Kiran ReddyK. Sreenivasa Rao,DNN-Based Cross-Lingual Voice Conversion Using Bottleneck Features,2020,https://doi.org/10.1007/s11063-019-10149-y,http://link.springer.com/article/10.1007/s11063-019-10149-y
Liang LiZi HuangZheng-Jun ZhaShuqiang Jiang,Guest Editorial: Knowledge-Based Multimedia Computing,2017,https://doi.org/10.1007/s11042-017-5212-x,http://link.springer.com/article/10.1007/s11042-017-5212-x
Francisca Adoma AcheampongHenry Nunoo-MensahWenyu Chen,Transformer models for text-based emotion detection: a review of BERT-based approaches,2021,https://doi.org/10.1007/s10462-021-09958-2,http://link.springer.com/article/10.1007/s10462-021-09958-2
Steven BurrowsIryna GurevychBenno Stein,The Eras and Trends of Automatic Short Answer Grading,2015,https://doi.org/10.1007/s40593-014-0026-8,http://link.springer.com/article/10.1007/s40593-014-0026-8
A. A. GolubevN. V. Loukachevitch,Use of Bert Neural Network Models for Sentiment Analysis in Russian,2021,https://doi.org/10.3103/S0005105521010027,http://link.springer.com/article/10.3103/S0005105521010027
ChukFong HoMasrah Azrifah Azmi MuradShyamala DoraisamyRabiah Abdul Kadir,Extracting lexical and phrasal paraphrases: a review of the literature,2014,https://doi.org/10.1007/s10462-012-9357-8,http://link.springer.com/article/10.1007/s10462-012-9357-8
Aingeru MayorIñaki AlegriaArantza Díaz de IlarrazaGorka LabakaMikel LersundiKepa Sarasola,"Matxin, an open-source rule-based machine translation system for Basque",2011,https://doi.org/10.1007/s10590-011-9092-y,http://link.springer.com/article/10.1007/s10590-011-9092-y
Sandra Collovini de AbreuTiago Luis BonamigoRenata Vieira,A review on Relation Extraction with an eye on Portuguese,2013,https://doi.org/10.1007/s13173-013-0116-8,http://link.springer.com/article/10.1007/s13173-013-0116-8
Ester BoldriniAlexandra BalahurPatricio Martínez-BarcoAndrés Montoyo,Using EmotiBlog to annotate and analyse subjectivity in the new textual genres,2012,https://doi.org/10.1007/s10618-012-0259-9,http://link.springer.com/article/10.1007/s10618-012-0259-9
Jia ZhuZetao ZhengMin YangGabriel Pui Cheong FungYong Tang,A semi-supervised model for knowledge graph embedding,2020,https://doi.org/10.1007/s10618-019-00653-z,http://link.springer.com/article/10.1007/s10618-019-00653-z
Abdulkareem Alsudais,Extending ImageNet to Arabic using Arabic WordNet,2022,https://doi.org/10.1007/s11042-022-11981-6,http://link.springer.com/article/10.1007/s11042-022-11981-6
Jin-ge YaoXiaojun WanJianguo Xiao,Recent advances in document summarization,2017,https://doi.org/10.1007/s10115-017-1042-4,http://link.springer.com/article/10.1007/s10115-017-1042-4
Feiyu XuSven SchmeierHans Uszkoreit,Yocoy: Mobile Multilingual Technologies for Overcoming Communication Barriers,2012,https://doi.org/10.1007/s13218-012-0213-4,http://link.springer.com/article/10.1007/s13218-012-0213-4
O. L. GolitsinaA. S. Gavrilkina,On One Approach to the Extraction of Entity and Relationships Names in the Task of Building a Semantic Search Image,2021,https://doi.org/10.3103/S0005105521020023,http://link.springer.com/article/10.3103/S0005105521020023
Ritesh KumarRajendra Pamula,Social Book Search: a survey,2020,https://doi.org/10.1007/s10462-018-9647-x,http://link.springer.com/article/10.1007/s10462-018-9647-x
Yong RuiVicente Ivan Sanchez CarmonaMohsen PourvaliYun XingWei-Wen YiHui-Bin RuanYu Zhang,Knowledge Mining: A Cross-disciplinary Survey,2022,https://doi.org/10.1007/s11633-022-1323-6,http://link.springer.com/article/10.1007/s11633-022-1323-6
Navjot KaurHimanshu Aggarwal,Query reformulation approach using domain specific ontology for semantic information retrieval,2021,https://doi.org/10.1007/s41870-020-00464-2,http://link.springer.com/article/10.1007/s41870-020-00464-2
Jianping GouBaosheng YuStephen J. MaybankDacheng Tao,Knowledge Distillation: A Survey,2021,https://doi.org/10.1007/s11263-021-01453-z,http://link.springer.com/article/10.1007/s11263-021-01453-z
Jing LiZhenchang XingAixin Sun,LinkLive: discovering Web learning resources for developers from Q&A discussions,2019,https://doi.org/10.1007/s11280-018-0621-y,http://link.springer.com/article/10.1007/s11280-018-0621-y
Ali DaudWahab KhanDunren Che,Urdu language processing: a survey,2017,https://doi.org/10.1007/s10462-016-9482-x,http://link.springer.com/article/10.1007/s10462-016-9482-x
Ulf HermjakobQiang LiDaniel MarcuJonathan MaySebastian J. MielkeNima PourdamghaniMichael PustXing ShiKevin KnightTomer LevinboimKenton MurrayDavid ChiangBoliang ZhangXiaoman PanDi LuYing Lin,Incident-Driven Machine Translation and Name Tagging for Low-resource Languages,2018,https://doi.org/10.1007/s10590-017-9207-1,http://link.springer.com/article/10.1007/s10590-017-9207-1
D. VijiS. Revathy,A hybrid approach of Weighted Fine-Tuned BERT extraction with deep Siamese Bi – LSTM model for semantic text similarity identification,2022,https://doi.org/10.1007/s11042-021-11771-6,http://link.springer.com/article/10.1007/s11042-021-11771-6
João SilvaLuísa CoheurAna Cristina MendesAndreas Wichert,From symbolic to sub-symbolic information in question classification,2011,https://doi.org/10.1007/s10462-010-9188-4,http://link.springer.com/article/10.1007/s10462-010-9188-4
Somnath BanerjeeMonojit ChoudhuryKunal ChakmaSudip Kumar NaskarAmitava DasSivaji BandyopadhyayPaolo Rosso,MSIR@FIRE: A Comprehensive Report from 2013 to 2016,2020,https://doi.org/10.1007/s42979-019-0058-0,http://link.springer.com/article/10.1007/s42979-019-0058-0
Ilaria BordinoMounia LalmasYelena MejovaOlivier Van Laere,Beyond entities: promoting explorative search with bundles,2016,https://doi.org/10.1007/s10791-016-9283-5,http://link.springer.com/article/10.1007/s10791-016-9283-5
Xuli TangXin LiFeicheng Ma,Internationalizing AI: evolution and impact of distance factors,2022,https://doi.org/10.1007/s11192-021-04207-3,http://link.springer.com/article/10.1007/s11192-021-04207-3
Fausto GiunchigliaUladzimir KharkevichAlethia Hume,Semantic flooding,2011,https://doi.org/10.1007/s11280-010-0108-y,http://link.springer.com/article/10.1007/s11280-010-0108-y
Boyang LiWeisheng XuZhiyu XuJiaxin LiPeng Peng,A two-domain coordinated sentence similarity scheme for question-answering robots regarding unpredictable outliers and non-orthogonal categories,2021,https://doi.org/10.1007/s10489-021-02269-7,http://link.springer.com/article/10.1007/s10489-021-02269-7
Guido BoellaLuigi Di CaroAlice RuggeriLivio Robaldo,Learning from syntax generalizations for automatic semantic annotation,2014,https://doi.org/10.1007/s10844-014-0320-9,http://link.springer.com/article/10.1007/s10844-014-0320-9
David LuacesJosé R. R. ViqueiraPablo GamalloDavid MeraJulián C. Flores,GeoHbbTV: A framework for the development and evaluation of geographic interactive TV contents,2018,https://doi.org/10.1007/s11042-018-6021-6,http://link.springer.com/article/10.1007/s11042-018-6021-6
I. F. KuzminovP. D. BakhtinA. A. TimofeevE. E. KhabirovaP. A. LobanovaN. I. Zurabyan,Modern Natural Language Processing Technologies for Strategic Analytics,2021,https://doi.org/10.3103/S0147688221060071,http://link.springer.com/article/10.3103/S0147688221060071
Roland CroftYongzheng XieMansooreh ZahediM. Ali BabarChristoph Treude,An empirical study of developers’ discussions about security challenges of different programming languages,2021,https://doi.org/10.1007/s10664-021-10054-w,http://link.springer.com/article/10.1007/s10664-021-10054-w
Maofu LiuHe ZhangHuijun HuWei Wei,Topic categorization and representation of health community generated data,2017,https://doi.org/10.1007/s11042-015-3094-3,http://link.springer.com/article/10.1007/s11042-015-3094-3
Ehab ElGindyAlia Abdelmoty,Capturing Place Semantics on the GeoSocial Web,2014,https://doi.org/10.1007/s13740-014-0034-8,http://link.springer.com/article/10.1007/s13740-014-0034-8
Qingtang LiuJingxiu HuangLinjing WuKe ZhuShen Ba,CBET: design and evaluation of a domain-specific chatbot for mobile learning,2020,https://doi.org/10.1007/s10209-019-00666-x,http://link.springer.com/article/10.1007/s10209-019-00666-x
Kiran AdnanRehan Akbar,An analytical study of information extraction from unstructured and multidimensional big data,2019,https://doi.org/10.1186/s40537-019-0254-8,http://link.springer.com/article/10.1186/s40537-019-0254-8
Saurabh SharmaVishal GuptaMamta Juneja,A survey of image data indexing techniques,2019,https://doi.org/10.1007/s10462-018-9673-8,http://link.springer.com/article/10.1007/s10462-018-9673-8
David TomásJosé L. Vicedo,Minimally supervised question classification on fine-grained taxonomies,2013,https://doi.org/10.1007/s10115-012-0557-y,http://link.springer.com/article/10.1007/s10115-012-0557-y
Mohamed HamrounMohamed Salah Gouider,A survey on intention analysis: successful approaches and open challenges,2020,https://doi.org/10.1007/s10844-020-00604-x,http://link.springer.com/article/10.1007/s10844-020-00604-x
Maram HasanainReem SuwailehTamer ElsayedMucahid KutluHind Almerekhi,EveTAR: building a large-scale multi-task test collection over Arabic tweets,2018,https://doi.org/10.1007/s10791-017-9325-7,http://link.springer.com/article/10.1007/s10791-017-9325-7
Longbing CaoQiang YangPhilip S. Yu,Data science and AI in FinTech: an overview,2021,https://doi.org/10.1007/s41060-021-00278-w,http://link.springer.com/article/10.1007/s41060-021-00278-w
Llio HumphreysGuido BoellaLeendert van der TorreLivio RobaldoLuigi Di CaroSepideh GhanavatiRobert Muthuri,Populating legal ontologies using semantic role labeling,2021,https://doi.org/10.1007/s10506-020-09271-3,http://link.springer.com/article/10.1007/s10506-020-09271-3
Mohammed KaityVimala Balakrishnan,An integrated semi-automated framework for domain-based polarity words extraction from an unannotated non-English corpus,2020,https://doi.org/10.1007/s11227-020-03222-0,http://link.springer.com/article/10.1007/s11227-020-03222-0
Chengyu WangYan FanXiaofeng HeAoying Zhou,Predicting hypernym–hyponym relations for Chinese taxonomy learning,2019,https://doi.org/10.1007/s10115-018-1166-1,http://link.springer.com/article/10.1007/s10115-018-1166-1
V. A. Trusov,A Conceptual Approach to Semantic Searching of Scientific and Technical Information on Internet Networks,2021,https://doi.org/10.3103/S0005105521020072,http://link.springer.com/article/10.3103/S0005105521020072
Yonas Demeke Woldemariam,Expertise Detection in Crowdsourcing Forums Using the Composition of Latent Topics and Joint Syntactic–Semantic Cues,2021,https://doi.org/10.1007/s42979-021-00832-0,http://link.springer.com/article/10.1007/s42979-021-00832-0
Daniel HershcovichLucia Donatelli,It’s the Meaning That Counts: The State of the Art in NLP and Semantics,2021,https://doi.org/10.1007/s13218-021-00726-6,http://link.springer.com/article/10.1007/s13218-021-00726-6
Lin LiGuandong XuZhenglu YangPeter DologYanchun ZhangMasaru Kitsuregawa,An efficient approach to suggesting topically related web queries using hidden topic model,2013,https://doi.org/10.1007/s11280-011-0151-3,http://link.springer.com/article/10.1007/s11280-011-0151-3
Aliaksei SeverynAlessandro Moschitti,Fast support vector machines for convolution tree kernels,2012,https://doi.org/10.1007/s10618-012-0276-8,http://link.springer.com/article/10.1007/s10618-012-0276-8
Alexander LigthartCagatay CatalBedir Tekinerdogan,Systematic reviews in sentiment analysis: a tertiary study,2021,https://doi.org/10.1007/s10462-021-09973-3,http://link.springer.com/article/10.1007/s10462-021-09973-3
Bernd MüllerChristoph PoleyJana PösselAlexandra HagelsteinThomas Gübitz,LIVIVO – the Vertical Search Engine for Life Sciences,2017,https://doi.org/10.1007/s13222-016-0245-2,http://link.springer.com/article/10.1007/s13222-016-0245-2
Alexandra González-ErasJose Aguilar,"Determination of Professional Competencies Using an Alignment Algorithm of Academic Profiles and Job Advertisements, Based on Competence Thesauri and Similarity Measures",2019,https://doi.org/10.1007/s40593-019-00185-z,http://link.springer.com/article/10.1007/s40593-019-00185-z
Liliana ArdissonoTsvi KuflikDaniela Petrelli,Personalization in cultural heritage: the road travelled and the one ahead,2012,https://doi.org/10.1007/s11257-011-9104-x,http://link.springer.com/article/10.1007/s11257-011-9104-x
Miles Efron,"Ayşe Göker, John Davies (eds): Information retrieval: searching in the 21st century",2011,https://doi.org/10.1007/s10791-010-9159-z,http://link.springer.com/article/10.1007/s10791-010-9159-z
Pierfrancesco BelliniIvan BrunoDaniele CenniAlice FuzierPaolo NesiMichela Paolucci,Mobile Medicine: semantic computing management for health care applications on desktop and mobile devices,2012,https://doi.org/10.1007/s11042-010-0684-y,http://link.springer.com/article/10.1007/s11042-010-0684-y
Rejwanul HaqueMohammed HasanuzzamanAndy Way,"Ruslan Mitkov, Johanna Monti, Gloria Corpas Pastor, and Violeta Seretan (eds): Multiword units in machine translation and translation technology",2019,https://doi.org/10.1007/s10590-019-09239-4,http://link.springer.com/article/10.1007/s10590-019-09239-4
Qing-Bin LiuShi-Zhu HeKang LiuSheng-Ping LiuJun Zhao,A Unified Shared-Private Network with Denoising for Dialogue State Tracking,2021,https://doi.org/10.1007/s11390-020-0338-0,http://link.springer.com/article/10.1007/s11390-020-0338-0
Guido BoellaLuigi Di CaroValentina Leone,Semi-automatic knowledge population in a legal document management system,2019,https://doi.org/10.1007/s10506-018-9239-8,http://link.springer.com/article/10.1007/s10506-018-9239-8
Yixuan CaoDian ChenZhengqi XuHongwei LiPing Luo,Nested relation extraction with iterative neural network,2021,https://doi.org/10.1007/s11704-020-9420-6,http://link.springer.com/article/10.1007/s11704-020-9420-6
Mario GleirscherDmitriy GolubitskiyMaximilian IrlbeckStefan Wagner,Introduction of static quality analysis in small- and medium-sized software enterprises: experiences from technology transfer,2014,https://doi.org/10.1007/s11219-013-9217-z,http://link.springer.com/article/10.1007/s11219-013-9217-z
V. V. GribovaA. S. KleshchevF. M. MoskalenkoV. A. Timchenko,Implementation of a model of a metainformation-controlled editor of information units with a complex structure,2016,https://doi.org/10.3103/S0005105516010052,http://link.springer.com/article/10.3103/S0005105516010052
Nourah AlswaidanMohamed El Bachir Menai,A survey of state-of-the-art approaches for emotion recognition in text,2020,https://doi.org/10.1007/s10115-020-01449-0,http://link.springer.com/article/10.1007/s10115-020-01449-0
Lin YueWeitong ChenXue LiWanli ZuoMinghao Yin,A survey of sentiment analysis in social media,2019,https://doi.org/10.1007/s10115-018-1236-4,http://link.springer.com/article/10.1007/s10115-018-1236-4
Alexandre SalleShervin MalmasiOleg RokhlenkoEugene Agichtein,CoSearcher: studying the effectiveness of conversational search refinement and clarification through user simulation,2022,https://doi.org/10.1007/s10791-022-09404-z,http://link.springer.com/article/10.1007/s10791-022-09404-z
Sujan Kumar SahaAmit PrakashMukta Majumder,“Similar query was answered earlier”: processing of patient authored text for retrieving relevant contents from health discussion forum,2019,https://doi.org/10.1007/s13755-019-0067-3,http://link.springer.com/article/10.1007/s13755-019-0067-3
Joaquim MoréSalvador ClimentMarta Coll-Florit,An Answering System for Questions Asked by Students in an e-Learning Context,2012,https://doi.org/10.7238/rusc.v9i2.1161,http://link.springer.com/article/10.7238/rusc.v9i2.1161
